"","workerid","firstutterance","noun","nounclass","slide_number","predicate","class","response","language","born","age","assess","agemove","live","dialects","education","gender"
"530",20,"ay","karot","food",12,"sariwa","age",0.7,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"531",20,"ay","mansanas","food",13,"pula","color",0.49,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"532",20,"ay hindi","lampara","furniture",14,"maliit","size",0.54,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"533",20,"ay hindi","sopa","furniture",15,"makinis","texture",0.28,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"534",20,"ay","saging","food",16,"itim","color",0.78,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"535",20,"ay hindi","karot","food",17,"maganda","quality",0.43,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"536",20,"ay","mansanas","food",18,"malaki","size",0.53,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"537",20,"ay hindi","sopa","furniture",19,"bago","age",0.25,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"538",20,"ay","saging","food",20,"kahoy","material",0.76,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"539",20,"ay","kamatis","food",21,"maikli","size",0.23,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"540",20,"ay","sopa","furniture",22,"puti","color",0.39,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"541",20,"ay hindi","saging","food",23,"bilog","shape",0.47,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"542",20,"ay","saging","food",24,"luma","age",0.39,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"543",20,"ay","silya","furniture",25,"berde","color",0.56,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"544",20,"ay","karot","food",26,"matigas","texture",0.45,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"545",20,"ay hindi","saging","food",27,"tatsulok","shape",0.45,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"546",20,"ay","mesa","furniture",28,"aluminyo","material",0.44,"Tagalog ","Philippines",36,"Confused","29","USA","",-1,"Female"
"547",21,"ay hindi","lampara","furniture",3,"cuadrado","shape",0,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"548",21,"ay hindi","kamatis","food",4,"bago","age",0.02,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"549",21,"ay hindi","saging","food",5,"makinis","texture",0.02,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"550",21,"ay hindi","keso","food",6,"kahoy","material",0.04,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"551",21,"ay hindi","keso","food",7,"aluminyo","material",0.02,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"552",21,"ay hindi","saging","food",8,"puti","color",0.03,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"553",21,"ay","silya","furniture",9,"maikli","size",0.01,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"554",21,"ay","keso","food",10,"pula","color",0.04,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"555",21,"ay hindi","kamatis","food",11,"asul","color",0,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"556",21,"ay","keso","food",12,"bilog","shape",0.01,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"557",21,"ay","television","furniture",13,"parihaba","shape",0.02,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"558",21,"ay","mesa","furniture",14,"bakal","material",0.02,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"559",21,"ay","mesa","furniture",15,"malambot","texture",0.03,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"560",21,"ay hindi","keso","food",16,"luma","age",0.01,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"561",21,"ay hindi","lampara","furniture",17,"maganda","quality",0.96,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"562",21,"ay hindi","saging","food",18,"malaki","size",0.94,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"563",21,"ay","karot","food",19,"sira","quality",0,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"564",21,"ay hindi","saging","food",20,"matigas","texture",0.01,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"565",21,"ay hindi","karot","food",21,"mahaba","size",0.03,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"566",21,"ay","saging","food",22,"maliit","size",0.03,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"567",21,"ay hindi","mansanas","food",23,"bulok","age",0.01,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"568",21,"ay","mesa","furniture",24,"dilaw","color",0,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"569",21,"ay hindi","mansanas","food",25,"tatsulok","shape",0.01,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"570",21,"ay hindi","television","furniture",26,"itim","color",0.02,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"571",21,"ay hindi","sopa","furniture",27,"berde","color",0,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"572",21,"ay hindi","mesa","furniture",28,"sariwa","age",0,"Cebuano","Philippines",27,"Yes","5","Philippines","English",3,"Female"
"573",22,"ay","mansanas","food",3,"berde","color",0.21,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"574",22,"ay","television","furniture",4,"mahaba","size",0.71,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"575",22,"ay","television","furniture",5,"bakal","material",0.36,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"576",22,"ay","saging","food",6,"tatsulok","shape",0.21,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"577",22,"ay hindi","keso","food",7,"pula","color",0.68,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"578",22,"ay hindi","kamatis","food",8,"puti","color",0.42,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"579",22,"ay hindi","lampara","furniture",9,"bago","age",0.59,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"580",22,"ay hindi","silya","furniture",10,"malambot","texture",0.3,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"581",22,"ay","mansanas","food",11,"maliit","size",0.73,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"582",22,"ay","saging","food",12,"parihaba","shape",0.33,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"583",22,"ay","saging","food",13,"kahoy","material",0.83,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"584",22,"ay hindi","keso","food",14,"bulok","age",0.6,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"585",22,"ay hindi","karot","food",15,"itim","color",0.24,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"586",22,"ay hindi","karot","food",16,"luma","age",0.07,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"587",22,"ay hindi","silya","furniture",17,"matigas","texture",0.42,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"588",22,"ay hindi","lampara","furniture",18,"cuadrado","shape",0.74,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"589",22,"ay","saging","food",19,"malaki","size",0.24,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"590",22,"ay hindi","saging","food",20,"bilog","shape",0.46,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"591",22,"ay hindi","kamatis","food",21,"dilaw","color",0.67,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"592",22,"ay hindi","silya","furniture",22,"maikli","size",0.21,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"593",22,"ay","lampara","furniture",23,"makinis","texture",0.29,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"594",22,"ay hindi","kamatis","food",24,"sariwa","age",0.67,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"595",22,"ay","sopa","furniture",25,"asul","color",0.17,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"596",22,"ay hindi","television","furniture",26,"aluminyo","material",0.27,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"597",22,"ay","silya","furniture",27,"maganda","quality",0.7,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"598",22,"ay","kamatis","food",28,"sira","quality",0.26,"Filipino","Philippines",28,"No","6","USA","English",3,"Male"
"651",25,"ay hindi","lampara","furniture",3,"luma","age",0,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"652",25,"ay","lampara","furniture",4,"tatsulok","shape",0,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"653",25,"ay hindi","keso","food",5,"dilaw","color",1,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"654",25,"ay hindi","silya","furniture",6,"maganda","quality",1,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"655",25,"ay","mansanas","food",7,"asul","color",0,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"656",25,"ay hindi","lampara","furniture",8,"itim","color",0.16,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"657",25,"ay","television","furniture",9,"maikli","size",0.26,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"658",25,"ay","lampara","furniture",10,"puti","color",0.15,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"659",25,"ay hindi","sopa","furniture",11,"malambot","texture",0.9,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"660",25,"ay hindi","saging","food",12,"maliit","size",0.17,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"661",25,"ay hindi","saging","food",13,"cuadrado","shape",0.02,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"662",25,"ay","karot","food",14,"berde","color",0.01,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"663",25,"ay hindi","mansanas","food",15,"bakal","material",0.01,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"664",25,"ay hindi","television","furniture",16,"sira","quality",0.15,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"665",25,"ay hindi","lampara","furniture",17,"makinis","texture",0.3,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"666",25,"ay hindi","karot","food",18,"bilog","shape",0.21,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"667",25,"ay","lampara","furniture",19,"pula","color",0.05,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"668",25,"ay hindi","kamatis","food",20,"kahoy","material",0.28,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"669",25,"ay","sopa","furniture",21,"matigas","texture",0.41,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"670",25,"ay hindi","kamatis","food",22,"malaki","size",0.76,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"671",25,"ay","television","furniture",23,"bago","age",0.15,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"672",25,"ay hindi","television","furniture",24,"aluminyo","material",0.11,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"673",25,"ay","mansanas","food",25,"mahaba","size",0.01,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"674",25,"ay hindi","karot","food",26,"parihaba","shape",0,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"675",25,"ay hindi","lampara","furniture",27,"sariwa","age",0.51,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"676",25,"ay hindi","keso","food",28,"bulok","age",0.68,"bisaya","Philippines",30,"Yes","25","Other","english",3,"Female"
"781",30,"ay hindi","mansanas","food",3,"kahoy","material",0,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"782",30,"ay","mesa","furniture",4,"maganda","quality",1,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"783",30,"ay","karot","food",5,"pula","color",0,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"784",30,"ay","kamatis","food",6,"itim","color",0.02,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"785",30,"ay hindi","sopa","furniture",7,"berde","color",0,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"786",30,"ay hindi","keso","food",8,"asul","color",0.95,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"787",30,"ay hindi","television","furniture",9,"sira","quality",0.95,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"788",30,"ay hindi","television","furniture",10,"bakal","material",1,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"789",30,"ay","kamatis","food",11,"luma","age",1,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"790",30,"ay","silya","furniture",12,"dilaw","color",0.04,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"791",30,"ay","sopa","furniture",13,"sariwa","age",0.91,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"792",30,"ay hindi","sopa","furniture",14,"bilog","shape",0.02,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"793",30,"ay","television","furniture",15,"tatsulok","shape",0,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"794",30,"ay hindi","sopa","furniture",16,"mahaba","size",1,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"795",30,"ay","sopa","furniture",17,"makinis","texture",0.79,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"796",30,"ay","karot","food",18,"malaki","size",1,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"797",30,"ay","lampara","furniture",19,"maliit","size",1,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"798",30,"ay hindi","saging","food",20,"maikli","size",0.91,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"799",30,"ay hindi","sopa","furniture",21,"puti","color",0.14,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"800",30,"ay hindi","saging","food",22,"matigas","texture",0.83,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"801",30,"ay","saging","food",23,"aluminyo","material",0,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"802",30,"ay","television","furniture",24,"bago","age",0.77,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"803",30,"ay","keso","food",25,"cuadrado","shape",0.7,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"804",30,"ay","television","furniture",26,"malambot","texture",0,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"805",30,"ay","mansanas","food",27,"parihaba","shape",0,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"806",30,"ay hindi","karot","food",28,"bulok","age",0.62,"Tagalog","Philippines",35,"Yes","","Philippines","Ingles",3,"Female"
"963",37,"ay","television","furniture",3,"mahaba","size",0.57,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"964",37,"ay","karot","food",4,"cuadrado","shape",0.38,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"965",37,"ay","mesa","furniture",5,"tatsulok","shape",0.56,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"966",37,"ay","mansanas","food",6,"bulok","age",0.33,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"967",37,"ay hindi","kamatis","food",7,"maganda","quality",0.66,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"968",37,"ay hindi","mansanas","food",8,"kahoy","material",0.5,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"969",37,"ay hindi","mesa","furniture",9,"malambot","texture",0.42,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"970",37,"ay hindi","saging","food",10,"berde","color",0.64,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"971",37,"ay hindi","television","furniture",11,"maliit","size",0.33,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"972",37,"ay hindi","silya","furniture",12,"sira","quality",0.53,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"973",37,"ay hindi","karot","food",13,"puti","color",0.53,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"974",37,"ay hindi","television","furniture",14,"bilog","shape",0.35,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"975",37,"ay hindi","silya","furniture",15,"dilaw","color",0.65,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"976",37,"ay","silya","furniture",16,"parihaba","shape",0.5,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"977",37,"ay hindi","silya","furniture",17,"makinis","texture",0.63,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"978",37,"ay","kamatis","food",18,"matigas","texture",0.51,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"979",37,"ay hindi","saging","food",19,"maikli","size",0.74,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"980",37,"ay","keso","food",20,"itim","color",0.87,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"981",37,"ay hindi","lampara","furniture",21,"asul","color",0.68,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"982",37,"ay","mesa","furniture",22,"bago","age",0.34,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"983",37,"ay","saging","food",23,"sariwa","age",0.63,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"984",37,"ay","television","furniture",24,"bakal","material",0.3,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"985",37,"ay","karot","food",25,"pula","color",0.25,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"986",37,"ay hindi","keso","food",26,"malaki","size",0.28,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"987",37,"ay hindi","mesa","furniture",27,"luma","age",0.51,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
"988",37,"ay","mesa","furniture",28,"aluminyo","material",0.44,"filipino","USA",NA,"No","yes","Philippines","yes",2,"Male"
